"STATISTIC","Statistic Label","TLIST(A1)","Year","C01912V02351","Type of Non Residential Building","C01921V02511","Type of Construction","UNIT","VALUE"
"BHA07C1","Planning Permissions Granted","2005","2005","201","Buildings for agriculture, forestry, horticulture, fruit-growing, viniculture and fishery purposes","1","New construction","Number","1384"
"BHA07C1","Planning Permissions Granted","2005","2005","201","Buildings for agriculture, forestry, horticulture, fruit-growing, viniculture and fishery purposes","2","Extensions","Number","216"
"BHA07C1","Planning Permissions Granted","2005","2005","201","Buildings for agriculture, forestry, horticulture, fruit-growing, viniculture and fishery purposes","3","Alteration, conversion and renovation","Number","28"
"BHA07C1","Planning Permissions Granted","2005","2005","202","Buildings for mining, energy and water","-","All types of construction","Number","145"
"BHA07C1","Planning Permissions Granted","2005","2005","202","Buildings for mining, energy and water","1","New construction","Number","129"
"BHA07C1","Planning Permissions Granted","2005","2005","202","Buildings for mining, energy and water","2","Extensions","Number","13"
"BHA07C1","Planning Permissions Granted","2005","2005","202","Buildings for mining, energy and water","3","Alteration, conversion and renovation","Number","3"
"BHA07C1","Planning Permissions Granted","2005","2005","203","Buildings for industry and manufacturing handicraft","-","All types of construction","Number","684"
"BHA07C1","Planning Permissions Granted","2005","2005","203","Buildings for industry and manufacturing handicraft","1","New construction","Number","392"
"BHA07C1","Planning Permissions Granted","2005","2005","203","Buildings for industry and manufacturing handicraft","2","Extensions","Number","226"
"BHA07C1","Planning Permissions Granted","2005","2005","203","Buildings for industry and manufacturing handicraft","3","Alteration, conversion and renovation","Number","66"
"BHA07C1","Planning Permissions Granted","2005","2005","204","Hotels, restaurants and cafes","-","All types of construction","Number","1006"
"BHA07C1","Planning Permissions Granted","2005","2005","204","Hotels, restaurants and cafes","1","New construction","Number","267"
"BHA07C1","Planning Permissions Granted","2005","2005","204","Hotels, restaurants and cafes","2","Extensions","Number","393"
"BHA07C1","Planning Permissions Granted","2005","2005","204","Hotels, restaurants and cafes","3","Alteration, conversion and renovation","Number","346"
"BHA07C1","Planning Permissions Granted","2005","2005","205","Buildings for transport","-","All types of construction","Number","267"
"BHA07C1","Planning Permissions Granted","2005","2005","205","Buildings for transport","1","New construction","Number","200"
"BHA07C1","Planning Permissions Granted","2005","2005","205","Buildings for transport","2","Extensions","Number","46"
"BHA07C1","Planning Permissions Granted","2005","2005","205","Buildings for transport","3","Alteration, conversion and renovation","Number","21"
"BHA07C1","Planning Permissions Granted","2005","2005","206","Buildings for trade and administration buildings for other economic activities","-","All types of construction","Number","2302"
"BHA07C1","Planning Permissions Granted","2005","2005","206","Buildings for trade and administration buildings for other economic activities","1","New construction","Number","1099"
"BHA07C1","Planning Permissions Granted","2005","2005","206","Buildings for trade and administration buildings for other economic activities","2","Extensions","Number","540"
"BHA07C1","Planning Permissions Granted","2005","2005","206","Buildings for trade and administration buildings for other economic activities","3","Alteration, conversion and renovation","Number","663"
"BHA07C1","Planning Permissions Granted","2005","2005","207","Public administration and public buildings for special purposes","-","All types of construction","Number","22"
"BHA07C1","Planning Permissions Granted","2005","2005","207","Public administration and public buildings for special purposes","1","New construction","Number","16"
"BHA07C1","Planning Permissions Granted","2005","2005","207","Public administration and public buildings for special purposes","2","Extensions","Number","4"
"BHA07C1","Planning Permissions Granted","2005","2005","207","Public administration and public buildings for special purposes","3","Alteration, conversion and renovation","Number","2"
"BHA07C1","Planning Permissions Granted","2005","2005","208","Buildings for health and welfare","-","All types of construction","Number","475"
"BHA07C1","Planning Permissions Granted","2005","2005","208","Buildings for health and welfare","1","New construction","Number","141"
"BHA07C1","Planning Permissions Granted","2005","2005","208","Buildings for health and welfare","2","Extensions","Number","193"
"BHA07C1","Planning Permissions Granted","2005","2005","208","Buildings for health and welfare","3","Alteration, conversion and renovation","Number","141"
"BHA07C1","Planning Permissions Granted","2005","2005","209","Buildings for entertainment and recreation","-","All types of construction","Number","512"
"BHA07C1","Planning Permissions Granted","2005","2005","209","Buildings for entertainment and recreation","1","New construction","Number","289"
"BHA07C1","Planning Permissions Granted","2005","2005","209","Buildings for entertainment and recreation","2","Extensions","Number","151"
"BHA07C1","Planning Permissions Granted","2005","2005","209","Buildings for entertainment and recreation","3","Alteration, conversion and renovation","Number","72"
"BHA07C1","Planning Permissions Granted","2005","2005","210","Buildings for education, culture, science and research","-","All types of construction","Number","513"
"BHA07C1","Planning Permissions Granted","2005","2005","210","Buildings for education, culture, science and research","1","New construction","Number","51"
"BHA07C1","Planning Permissions Granted","2005","2005","210","Buildings for education, culture, science and research","2","Extensions","Number","411"
"BHA07C1","Planning Permissions Granted","2005","2005","210","Buildings for education, culture, science and research","3","Alteration, conversion and renovation","Number","51"
"BHA07C1","Planning Permissions Granted","2005","2005","211","Buildings for religious and funerary","-","All types of construction","Number","61"
"BHA07C1","Planning Permissions Granted","2005","2005","211","Buildings for religious and funerary","1","New construction","Number","10"
"BHA07C1","Planning Permissions Granted","2005","2005","211","Buildings for religious and funerary","2","Extensions","Number","25"
"BHA07C1","Planning Permissions Granted","2005","2005","211","Buildings for religious and funerary","3","Alteration, conversion and renovation","Number","26"
"BHA07C1","Planning Permissions Granted","2005","2005","212","Other non-residential buildings","-","All types of construction","Number","17"
"BHA07C1","Planning Permissions Granted","2005","2005","212","Other non-residential buildings","1","New construction","Number","16"
"BHA07C1","Planning Permissions Granted","2005","2005","212","Other non-residential buildings","2","Extensions","Number","1"
"BHA07C1","Planning Permissions Granted","2005","2005","212","Other non-residential buildings","3","Alteration, conversion and renovation","Number","0"
"BHA07C1","Planning Permissions Granted","2005","2005","213","Office development, buildings for financing and insurance","-","All types of construction","Number","876"
"BHA07C1","Planning Permissions Granted","2005","2005","213","Office development, buildings for financing and insurance","1","New construction","Number","399"
"BHA07C1","Planning Permissions Granted","2005","2005","213","Office development, buildings for financing and insurance","2","Extensions","Number","170"
